,age,income,children,credit_history,overdue_payments,active_loans,years_in_job,employment_type,owns_property,assets_value,other_loans,education,city,marital_status,credit_risk
9102,47,27906.0,1.0,dobra historia,0.0,3,6,stała,0.0,206704.0,0,0,0,kawaler/panna,0
9103,53,38219.0,0.0,,0.0,2,13,samozatrudnienie,1.0,,0,2,1,żonaty/zamężna,0
9104,30,,0.0,,1.0,2,11,określona,0.0,54325.0,0,1,1,kawaler/panna,0
9105,36,24862.0,1.0,dobra historia,0.0,1,0,samozatrudnienie,,30042.0,0,0,2,żonaty/zamężna,0
9106,47,8570.0,0.0,dobra historia,2.0,1,6,samozatrudnienie,,,0,0,0,kawaler/panna,0
9107,44,,0.0,brak historii,,1,0,określona,1.0,,1,0,0,żonaty/zamężna,0
9108,55,40000.0,3.0,dobra historia,0.0,3,6,stała,0.0,82515.0,0,0,0,kawaler/panna,0
9109,44,11822.0,1.0,brak historii,0.0,2,13,określona,0.0,38669.0,0,0,2,żonaty/zamężna,0
9110,58,21042.0,0.0,dobra historia,,1,11,samozatrudnienie,,80855.0,0,1,1,rozwiedziony/rozwiedziona,0
9111,45,34208.0,0.0,dobra historia,0.0,3,0,określona,0.0,128239.0,0,1,1,kawaler/panna,0
9112,50,,0.0,brak historii,1.0,2,8,samozatrudnienie,1.0,38341.0,0,0,1,kawaler/panna,0
9113,36,,1.0,brak historii,,3,11,określona,0.0,44986.0,1,2,0,żonaty/zamężna,0
9114,40,,0.0,brak historii,2.0,0,15,samozatrudnienie,1.0,23612.0,1,0,0,kawaler/panna,0
9115,49,17781.0,0.0,dobra historia,2.0,2,10,określona,1.0,67372.0,0,1,2,kawaler/panna,0
9116,56,,0.0,dobra historia,,0,11,samozatrudnienie,1.0,,0,1,1,żonaty/zamężna,0
9117,47,22490.0,0.0,dobra historia,0.0,1,7,stała,1.0,22735.0,1,1,2,żonaty/zamężna,0
9118,39,12201.0,0.0,dobra historia,0.0,2,6,określona,,91807.0,0,1,1,żonaty/zamężna,0
9119,53,21311.0,0.0,dobra historia,,2,7,stała,0.0,,0,1,1,żonaty/zamężna,0
9120,18,40000.0,4.0,dobra historia,0.0,5,10,stała,1.0,23787.0,1,2,2,rozwiedziony/rozwiedziona,1
9121,25,17862.0,4.0,brak historii,,1,2,stała,0.0,73091.0,0,1,2,żonaty/zamężna,0
9122,46,,0.0,dobra historia,2.0,0,3,stała,0.0,60815.0,0,1,0,rozwiedziony/rozwiedziona,0
9123,40,20420.0,2.0,,0.0,2,12,określona,1.0,87167.0,1,2,1,kawaler/panna,0
9124,46,15408.0,1.0,dobra historia,1.0,1,9,określona,1.0,,0,2,0,kawaler/panna,0
9125,40,11280.0,0.0,dobra historia,1.0,3,5,samozatrudnienie,,33198.0,0,1,2,kawaler/panna,0
9126,45,23613.0,0.0,brak historii,1.0,4,10,stała,1.0,68797.0,0,1,2,żonaty/zamężna,0
9127,31,15442.0,0.0,,0.0,2,6,brak,0.0,25701.0,1,0,0,kawaler/panna,0
9128,45,16117.0,1.0,brak historii,0.0,1,11,stała,0.0,161312.0,0,2,0,żonaty/zamężna,0
9129,49,23782.0,1.0,,1.0,0,10,stała,1.0,263424.0,1,2,1,żonaty/zamężna,0
9130,52,10233.0,3.0,brak historii,0.0,2,8,samozatrudnienie,1.0,10000.0,1,2,0,kawaler/panna,0
9131,60,,2.0,brak historii,0.0,2,4,określona,1.0,129182.0,1,0,1,żonaty/zamężna,0
9132,42,,3.0,dobra historia,2.0,0,5,stała,1.0,25959.0,0,2,0,kawaler/panna,0
9133,42,,3.0,dobra historia,,3,6,określona,,93849.0,0,2,0,żonaty/zamężna,0
9134,24,13516.0,2.0,,1.0,1,4,stała,0.0,41917.0,0,1,0,kawaler/panna,0
9135,34,8956.0,0.0,dobra historia,,2,10,stała,0.0,91973.0,0,0,0,kawaler/panna,0
9136,38,17273.0,0.0,brak historii,,1,11,stała,1.0,,0,1,2,żonaty/zamężna,0
9137,50,27283.0,1.0,brak historii,1.0,2,15,stała,0.0,,1,1,2,rozwiedziony/rozwiedziona,0
9138,33,,1.0,dobra historia,1.0,2,9,stała,1.0,13951.0,0,1,2,żonaty/zamężna,0
9139,47,40000.0,0.0,dobra historia,0.0,1,10,samozatrudnienie,1.0,482873.0,0,1,0,kawaler/panna,0
9140,39,37928.0,2.0,dobra historia,,0,6,określona,1.0,22671.0,0,0,0,kawaler/panna,0
9141,38,13827.0,4.0,dobra historia,1.0,1,8,określona,1.0,44364.0,1,1,0,żonaty/zamężna,0
9142,42,12106.0,1.0,dobra historia,0.0,1,11,samozatrudnienie,0.0,130740.0,1,1,1,kawaler/panna,0
9143,36,,0.0,dobra historia,,1,9,określona,1.0,319751.0,0,0,0,żonaty/zamężna,0
9144,35,,2.0,dobra historia,0.0,0,21,określona,1.0,240184.0,1,0,2,żonaty/zamężna,0
9145,22,29575.0,0.0,dobra historia,0.0,2,5,samozatrudnienie,0.0,11103.0,0,1,2,żonaty/zamężna,0
9146,37,22866.0,0.0,dobra historia,1.0,1,1,określona,0.0,124740.0,0,2,0,żonaty/zamężna,0
9147,35,25254.0,2.0,dobra historia,,3,5,określona,0.0,81326.0,0,1,1,żonaty/zamężna,0
9148,34,10498.0,2.0,dobra historia,1.0,0,17,stała,1.0,107470.0,0,0,2,żonaty/zamężna,0
9149,44,23825.0,0.0,brak historii,,0,17,stała,0.0,33373.0,1,0,1,żonaty/zamężna,0
9150,46,22825.0,3.0,dobra historia,1.0,0,8,stała,0.0,95281.0,1,0,1,żonaty/zamężna,0
9151,42,,0.0,dobra historia,1.0,0,10,określona,0.0,109073.0,1,2,1,kawaler/panna,0
9152,49,16826.0,1.0,brak historii,0.0,1,15,określona,1.0,76744.0,1,0,1,kawaler/panna,0
9153,45,40000.0,1.0,dobra historia,0.0,1,15,określona,1.0,164432.0,1,2,0,kawaler/panna,0
9154,37,20690.0,0.0,dobra historia,0.0,5,0,stała,1.0,42901.0,1,1,1,kawaler/panna,1
9155,35,,0.0,dobra historia,1.0,0,11,samozatrudnienie,,99785.0,0,0,2,żonaty/zamężna,0
9156,43,,3.0,,1.0,1,17,samozatrudnienie,1.0,40224.0,0,1,1,rozwiedziony/rozwiedziona,0
9157,45,16965.0,0.0,,,2,12,stała,0.0,76910.0,1,2,0,kawaler/panna,0
9158,53,10161.0,0.0,dobra historia,0.0,1,0,stała,,40095.0,0,0,0,żonaty/zamężna,0
9159,51,,0.0,dobra historia,,1,20,określona,0.0,68347.0,0,1,2,żonaty/zamężna,0
9160,34,14558.0,0.0,,0.0,1,13,stała,1.0,137567.0,1,1,2,kawaler/panna,0
9161,38,25787.0,3.0,dobra historia,,1,2,stała,0.0,66482.0,0,0,1,kawaler/panna,0
9162,46,25170.0,0.0,dobra historia,2.0,2,7,stała,0.0,23348.0,1,1,1,kawaler/panna,0
9163,50,15683.0,1.0,,1.0,1,13,brak,1.0,,0,1,2,żonaty/zamężna,0
9164,49,7230.0,0.0,dobra historia,1.0,0,8,stała,0.0,122118.0,0,1,1,żonaty/zamężna,0
9165,39,40000.0,2.0,,0.0,0,16,stała,1.0,86514.0,0,0,0,żonaty/zamężna,0
9166,27,19093.0,1.0,,1.0,2,14,określona,0.0,,1,1,1,kawaler/panna,0
9167,30,12605.0,0.0,dobra historia,,0,12,stała,0.0,14809.0,1,1,2,kawaler/panna,0
9168,42,25272.0,4.0,dobra historia,0.0,4,5,samozatrudnienie,0.0,24822.0,0,2,0,żonaty/zamężna,0
9169,43,24397.0,0.0,,,1,11,określona,1.0,216280.0,0,1,1,żonaty/zamężna,0
9170,29,18744.0,1.0,dobra historia,1.0,2,20,określona,1.0,209328.0,0,1,0,kawaler/panna,0
9171,40,23724.0,4.0,,1.0,2,13,stała,1.0,96272.0,1,2,2,kawaler/panna,0
9172,46,,1.0,dobra historia,0.0,1,13,samozatrudnienie,1.0,141679.0,0,2,0,żonaty/zamężna,0
9173,28,32207.0,2.0,dobra historia,1.0,0,3,stała,,14488.0,0,1,1,kawaler/panna,0
9174,51,13380.0,0.0,dobra historia,0.0,2,8,stała,1.0,91074.0,0,2,1,żonaty/zamężna,0
9175,36,,0.0,dobra historia,0.0,4,10,stała,0.0,,0,1,2,żonaty/zamężna,0
9176,52,30467.0,0.0,dobra historia,1.0,1,10,stała,,,0,0,1,rozwiedziony/rozwiedziona,0
9177,34,40000.0,5.0,brak historii,1.0,0,15,określona,0.0,130491.0,0,1,1,kawaler/panna,0
9178,29,,4.0,dobra historia,0.0,1,4,stała,0.0,28852.0,0,1,2,rozwiedziony/rozwiedziona,0
9179,35,,0.0,,2.0,1,11,stała,0.0,,1,2,0,kawaler/panna,0
9180,39,,0.0,dobra historia,,1,10,stała,0.0,132794.0,1,1,0,rozwiedziony/rozwiedziona,0
9181,36,10193.0,0.0,dobra historia,1.0,3,16,określona,1.0,,0,0,0,kawaler/panna,0
9182,37,,0.0,brak historii,1.0,0,11,stała,1.0,21821.0,0,1,1,kawaler/panna,0
9183,43,40000.0,0.0,dobra historia,0.0,4,7,stała,1.0,338532.0,1,0,1,kawaler/panna,0
9184,38,15740.0,2.0,dobra historia,,4,0,określona,1.0,134275.0,1,2,1,żonaty/zamężna,0
9185,39,34912.0,3.0,,0.0,2,9,określona,,92284.0,1,0,2,żonaty/zamężna,0
9186,22,18655.0,2.0,brak historii,0.0,0,10,samozatrudnienie,1.0,79516.0,0,0,1,kawaler/panna,0
9187,43,40000.0,1.0,dobra historia,1.0,0,9,określona,1.0,97576.0,1,1,1,żonaty/zamężna,0
9188,39,,2.0,dobra historia,2.0,2,16,stała,1.0,,1,0,0,żonaty/zamężna,1
9189,56,40000.0,2.0,dobra historia,0.0,0,13,określona,1.0,52026.0,1,1,0,rozwiedziony/rozwiedziona,0
9190,30,32632.0,0.0,,,3,7,stała,1.0,,0,1,2,kawaler/panna,0
9191,21,40000.0,0.0,dobra historia,1.0,2,7,brak,1.0,131016.0,0,1,0,rozwiedziony/rozwiedziona,0
9192,46,17467.0,0.0,dobra historia,0.0,0,10,brak,,,0,0,1,żonaty/zamężna,0
9193,43,26970.0,1.0,dobra historia,,3,4,samozatrudnienie,1.0,,1,1,1,żonaty/zamężna,0
9194,29,13566.0,4.0,brak historii,1.0,1,8,stała,0.0,76762.0,0,0,0,żonaty/zamężna,0
9195,24,33590.0,1.0,dobra historia,0.0,1,9,samozatrudnienie,,56446.0,0,0,0,żonaty/zamężna,0
9196,55,34527.0,3.0,brak historii,,2,6,brak,0.0,,0,1,0,żonaty/zamężna,0
9197,54,40000.0,0.0,dobra historia,0.0,1,8,brak,1.0,59118.0,0,2,1,żonaty/zamężna,0
9198,18,,2.0,,2.0,0,5,brak,1.0,234123.0,0,1,2,żonaty/zamężna,0
9199,35,31635.0,3.0,brak historii,,0,22,określona,1.0,78665.0,1,1,1,żonaty/zamężna,0
9200,56,17406.0,1.0,dobra historia,0.0,0,18,stała,1.0,319446.0,0,2,1,kawaler/panna,0
9201,35,28873.0,3.0,dobra historia,0.0,2,8,określona,0.0,95928.0,0,1,0,żonaty/zamężna,0
9202,35,18215.0,1.0,dobra historia,1.0,1,4,stała,0.0,17418.0,1,1,1,rozwiedziony/rozwiedziona,0
9203,37,23340.0,0.0,,0.0,1,0,samozatrudnienie,,64182.0,0,0,1,żonaty/zamężna,0
9204,28,24034.0,0.0,brak historii,0.0,2,2,stała,0.0,28243.0,0,0,0,kawaler/panna,0
9205,22,,1.0,dobra historia,1.0,0,14,stała,0.0,208887.0,0,1,1,żonaty/zamężna,0
9206,50,22730.0,3.0,brak historii,,0,9,stała,,26210.0,0,0,2,żonaty/zamężna,0
9207,21,18257.0,0.0,brak historii,,3,11,określona,0.0,61419.0,1,0,1,kawaler/panna,0
9208,42,18217.0,1.0,dobra historia,0.0,3,12,określona,0.0,16793.0,0,0,2,kawaler/panna,0
9209,48,,2.0,brak historii,2.0,2,7,określona,1.0,78882.0,0,0,2,żonaty/zamężna,1
9210,25,24045.0,0.0,dobra historia,0.0,3,15,stała,,81138.0,0,0,0,kawaler/panna,0
9211,30,26200.0,0.0,dobra historia,1.0,0,12,stała,0.0,160429.0,0,0,2,kawaler/panna,0
9212,52,10629.0,0.0,brak historii,0.0,1,9,brak,,104633.0,0,1,1,kawaler/panna,0
9213,45,27220.0,0.0,dobra historia,0.0,1,9,brak,,,0,1,1,rozwiedziony/rozwiedziona,0
9214,33,28716.0,0.0,dobra historia,1.0,1,15,stała,0.0,354742.0,0,1,0,kawaler/panna,0
9215,52,18048.0,0.0,dobra historia,0.0,0,14,stała,1.0,52103.0,1,1,0,kawaler/panna,0
9216,52,40000.0,0.0,dobra historia,1.0,4,2,brak,1.0,,1,1,1,kawaler/panna,0
9217,42,7012.0,1.0,dobra historia,1.0,0,16,stała,0.0,45265.0,0,2,2,żonaty/zamężna,0
9218,30,32603.0,1.0,dobra historia,1.0,2,11,samozatrudnienie,0.0,,0,2,2,żonaty/zamężna,0
9219,35,31457.0,2.0,dobra historia,,2,7,stała,,84136.0,0,1,2,żonaty/zamężna,0
9220,42,28876.0,1.0,brak historii,2.0,3,5,brak,1.0,159615.0,1,2,2,kawaler/panna,0
9221,38,,4.0,dobra historia,1.0,2,8,stała,0.0,,1,1,2,żonaty/zamężna,0
9222,49,29008.0,3.0,dobra historia,,1,9,stała,,108783.0,1,1,1,kawaler/panna,0
9223,24,,4.0,dobra historia,1.0,0,5,określona,0.0,46797.0,1,2,2,żonaty/zamężna,0
9224,25,15322.0,0.0,,1.0,0,11,stała,0.0,10000.0,1,1,0,żonaty/zamężna,0
9225,41,25580.0,3.0,dobra historia,0.0,1,4,stała,1.0,89852.0,1,1,0,żonaty/zamężna,0
9226,35,20097.0,2.0,brak historii,,0,0,stała,,29088.0,0,1,1,kawaler/panna,0
9227,33,12747.0,0.0,dobra historia,0.0,3,10,określona,1.0,55255.0,0,1,0,żonaty/zamężna,0
9228,22,31526.0,0.0,dobra historia,1.0,0,12,stała,1.0,73954.0,0,0,0,rozwiedziony/rozwiedziona,0
9229,40,16610.0,1.0,dobra historia,1.0,0,14,określona,1.0,10000.0,0,1,0,kawaler/panna,0
9230,39,10415.0,0.0,dobra historia,0.0,3,15,stała,1.0,,0,1,0,rozwiedziony/rozwiedziona,0
9231,46,16822.0,0.0,dobra historia,0.0,0,1,stała,1.0,33880.0,0,1,1,żonaty/zamężna,0
9232,40,14772.0,1.0,dobra historia,1.0,1,11,stała,1.0,38513.0,0,0,0,żonaty/zamężna,0
9233,38,36836.0,1.0,dobra historia,1.0,4,14,samozatrudnienie,1.0,78520.0,1,1,0,kawaler/panna,0
9234,51,23779.0,3.0,brak historii,,3,10,stała,0.0,10000.0,0,1,1,żonaty/zamężna,0
9235,26,40000.0,1.0,,0.0,5,9,określona,1.0,134193.0,0,0,1,żonaty/zamężna,1
9236,45,15783.0,1.0,dobra historia,1.0,1,12,stała,1.0,,0,2,1,żonaty/zamężna,0
9237,23,34101.0,0.0,brak historii,0.0,1,15,brak,0.0,223553.0,0,2,0,żonaty/zamężna,0
9238,31,,1.0,dobra historia,0.0,0,10,stała,0.0,,1,0,1,żonaty/zamężna,0
9239,27,,0.0,dobra historia,1.0,3,11,stała,0.0,12411.0,0,1,1,żonaty/zamężna,0
9240,47,33888.0,3.0,dobra historia,0.0,1,6,określona,0.0,20551.0,1,1,1,żonaty/zamężna,0
9241,39,,0.0,dobra historia,0.0,3,5,określona,0.0,55117.0,1,1,0,żonaty/zamężna,0
9242,39,10817.0,0.0,brak historii,0.0,2,2,samozatrudnienie,,,0,0,2,kawaler/panna,0
9243,28,29522.0,0.0,dobra historia,1.0,3,0,brak,1.0,14241.0,1,0,0,kawaler/panna,0
9244,37,25673.0,2.0,dobra historia,0.0,2,12,samozatrudnienie,1.0,67762.0,1,0,1,żonaty/zamężna,0
9245,32,19343.0,4.0,dobra historia,0.0,1,9,określona,1.0,39155.0,0,1,0,kawaler/panna,0
9246,43,14157.0,0.0,dobra historia,,3,9,stała,,36321.0,0,0,0,żonaty/zamężna,0
9247,30,,0.0,dobra historia,2.0,1,13,stała,1.0,24347.0,0,1,1,kawaler/panna,0
9248,53,,2.0,dobra historia,,1,19,stała,,94014.0,0,2,2,kawaler/panna,0
9249,23,40000.0,3.0,dobra historia,0.0,1,10,stała,0.0,33023.0,1,0,1,kawaler/panna,0
9250,31,23320.0,0.0,brak historii,1.0,2,3,stała,0.0,19860.0,1,2,1,żonaty/zamężna,0
9251,56,,0.0,dobra historia,1.0,1,10,samozatrudnienie,1.0,,1,1,1,rozwiedziony/rozwiedziona,0
9252,35,,0.0,,1.0,0,14,określona,1.0,36886.0,0,0,0,kawaler/panna,0
9253,26,19166.0,1.0,dobra historia,,1,1,stała,1.0,34971.0,0,0,1,żonaty/zamężna,0
9254,42,40000.0,0.0,dobra historia,0.0,1,15,określona,1.0,58339.0,1,2,1,żonaty/zamężna,0
9255,35,14153.0,0.0,dobra historia,0.0,3,5,stała,1.0,95332.0,0,1,2,żonaty/zamężna,0
9256,31,,0.0,,0.0,1,17,określona,0.0,30010.0,0,0,0,żonaty/zamężna,0
9257,29,16832.0,1.0,brak historii,,2,9,stała,0.0,60873.0,0,1,1,żonaty/zamężna,0
9258,67,28272.0,5.0,brak historii,,2,5,samozatrudnienie,1.0,84525.0,1,0,0,żonaty/zamężna,0
9259,37,16967.0,3.0,dobra historia,0.0,0,12,stała,1.0,158144.0,0,2,0,żonaty/zamężna,0
9260,20,12462.0,1.0,dobra historia,0.0,3,6,stała,0.0,58929.0,0,1,0,kawaler/panna,0
9261,54,19977.0,2.0,,0.0,0,0,określona,1.0,31653.0,0,1,0,kawaler/panna,0
9262,46,,0.0,brak historii,0.0,3,8,określona,0.0,34745.0,0,2,1,żonaty/zamężna,0
9263,32,16381.0,1.0,dobra historia,1.0,2,18,stała,1.0,285053.0,1,2,2,kawaler/panna,0
9264,30,16824.0,0.0,brak historii,,1,6,określona,,104235.0,1,2,1,żonaty/zamężna,0
9265,46,,2.0,brak historii,0.0,4,1,stała,1.0,66030.0,0,0,1,kawaler/panna,0
9266,37,18772.0,4.0,dobra historia,1.0,2,4,stała,0.0,57530.0,1,1,2,żonaty/zamężna,0
9267,20,12493.0,3.0,dobra historia,0.0,0,7,stała,,,1,1,1,kawaler/panna,0
9268,57,17482.0,1.0,dobra historia,1.0,1,17,stała,1.0,58742.0,1,0,1,kawaler/panna,0
9269,35,22633.0,2.0,brak historii,0.0,1,1,samozatrudnienie,1.0,51611.0,0,1,2,żonaty/zamężna,0
9270,54,11292.0,3.0,dobra historia,0.0,1,8,określona,1.0,,1,2,1,rozwiedziony/rozwiedziona,0
9271,52,40000.0,0.0,dobra historia,0.0,1,3,samozatrudnienie,1.0,,0,0,1,kawaler/panna,0
9272,29,33988.0,2.0,dobra historia,0.0,1,12,określona,1.0,109042.0,1,1,2,kawaler/panna,0
9273,50,40000.0,0.0,dobra historia,0.0,0,15,stała,0.0,32157.0,0,0,1,kawaler/panna,0
9274,33,,3.0,dobra historia,,1,12,samozatrudnienie,,10000.0,0,1,0,żonaty/zamężna,0
9275,21,7732.0,0.0,dobra historia,0.0,2,10,brak,,68074.0,0,1,1,kawaler/panna,0
9276,35,40000.0,0.0,brak historii,0.0,1,4,samozatrudnienie,,36973.0,1,2,0,kawaler/panna,0
9277,43,14302.0,2.0,brak historii,,3,7,stała,1.0,79952.0,0,2,1,żonaty/zamężna,0
9278,35,,0.0,brak historii,0.0,1,10,brak,1.0,33642.0,1,0,1,kawaler/panna,0
9279,36,23817.0,0.0,dobra historia,1.0,0,16,brak,,32364.0,1,2,0,żonaty/zamężna,0
9280,51,40000.0,1.0,,1.0,4,3,samozatrudnienie,1.0,,1,2,0,rozwiedziony/rozwiedziona,0
9281,41,37296.0,2.0,,0.0,2,6,określona,0.0,78141.0,0,2,0,żonaty/zamężna,0
9282,31,,0.0,,,1,11,stała,1.0,88633.0,0,2,2,kawaler/panna,0
9283,47,18846.0,2.0,dobra historia,,1,16,stała,0.0,41130.0,0,1,2,kawaler/panna,0
9284,41,18698.0,2.0,dobra historia,0.0,1,6,określona,1.0,51414.0,1,1,1,żonaty/zamężna,0
9285,18,26185.0,1.0,dobra historia,0.0,0,21,samozatrudnienie,1.0,300215.0,1,1,0,żonaty/zamężna,0
9286,44,,1.0,dobra historia,,1,6,stała,0.0,54631.0,1,0,1,kawaler/panna,0
9287,43,,0.0,dobra historia,1.0,5,4,stała,1.0,179033.0,1,2,0,żonaty/zamężna,1
9288,40,,0.0,brak historii,1.0,1,8,stała,0.0,,1,0,0,żonaty/zamężna,0
9289,48,29604.0,0.0,,1.0,0,5,samozatrudnienie,,97748.0,0,1,0,kawaler/panna,0
9290,33,,0.0,brak historii,0.0,0,10,stała,0.0,178081.0,0,1,2,żonaty/zamężna,0
9291,43,23482.0,0.0,,0.0,1,14,samozatrudnienie,0.0,183936.0,1,2,1,żonaty/zamężna,0
9292,24,20859.0,0.0,dobra historia,1.0,1,13,samozatrudnienie,,,0,1,0,żonaty/zamężna,0
9293,44,23956.0,2.0,dobra historia,0.0,1,13,samozatrudnienie,0.0,253240.0,0,1,0,kawaler/panna,0
9294,59,15105.0,1.0,,0.0,1,8,określona,1.0,40981.0,0,1,0,kawaler/panna,0
9295,30,,3.0,brak historii,0.0,4,10,stała,0.0,,0,2,0,kawaler/panna,0
9296,32,27766.0,0.0,dobra historia,0.0,0,2,stała,1.0,41631.0,1,2,1,żonaty/zamężna,0
9297,32,18432.0,0.0,dobra historia,,3,4,stała,1.0,323970.0,0,1,0,żonaty/zamężna,0
9298,41,29358.0,1.0,dobra historia,,1,14,określona,0.0,50383.0,1,1,0,żonaty/zamężna,0
9299,29,15749.0,0.0,brak historii,1.0,2,8,stała,0.0,53314.0,0,0,1,żonaty/zamężna,0
9300,44,40000.0,2.0,dobra historia,0.0,1,9,określona,0.0,,1,1,1,żonaty/zamężna,0
9301,48,36334.0,1.0,brak historii,1.0,5,11,samozatrudnienie,1.0,67980.0,0,1,0,żonaty/zamężna,1
9302,45,25550.0,0.0,dobra historia,0.0,1,0,stała,0.0,96906.0,1,1,1,kawaler/panna,0
9303,22,19798.0,0.0,,1.0,3,11,stała,,32969.0,0,0,0,żonaty/zamężna,0
9304,49,33732.0,0.0,dobra historia,,2,7,stała,,77348.0,1,1,0,żonaty/zamężna,0
9305,49,26803.0,0.0,brak historii,,0,13,określona,0.0,,0,1,1,żonaty/zamężna,0
9306,48,24817.0,0.0,,1.0,1,9,stała,1.0,28125.0,0,2,1,kawaler/panna,0
9307,43,37102.0,0.0,dobra historia,0.0,3,5,stała,1.0,68166.0,1,1,1,kawaler/panna,0
9308,42,40000.0,1.0,brak historii,2.0,1,8,stała,1.0,103052.0,0,1,0,rozwiedziony/rozwiedziona,0
9309,50,11775.0,0.0,dobra historia,0.0,0,3,stała,1.0,283075.0,0,1,1,kawaler/panna,0
9310,59,13027.0,2.0,,1.0,1,16,stała,0.0,26271.0,1,2,1,żonaty/zamężna,0
9311,30,14911.0,0.0,,0.0,3,11,stała,1.0,142711.0,0,2,1,żonaty/zamężna,0
9312,50,10391.0,0.0,dobra historia,,1,15,brak,0.0,22786.0,1,2,2,kawaler/panna,0
9313,39,,0.0,dobra historia,1.0,0,14,brak,0.0,24657.0,0,2,2,kawaler/panna,0
9314,38,29734.0,0.0,,0.0,2,6,samozatrudnienie,1.0,,0,0,1,kawaler/panna,0
9315,24,,0.0,dobra historia,0.0,1,10,samozatrudnienie,0.0,147339.0,1,0,1,kawaler/panna,0
9316,37,16864.0,0.0,,,0,11,stała,,65661.0,0,0,0,żonaty/zamężna,0
9317,30,38685.0,0.0,,0.0,3,13,stała,,78669.0,0,2,0,żonaty/zamężna,0
9318,35,23630.0,0.0,brak historii,,2,13,stała,1.0,118406.0,0,1,1,żonaty/zamężna,0
9319,29,26147.0,2.0,brak historii,1.0,1,7,stała,1.0,71388.0,0,2,0,żonaty/zamężna,0
9320,35,,2.0,brak historii,0.0,0,13,stała,0.0,158808.0,1,1,0,żonaty/zamężna,0
9321,35,,0.0,brak historii,,0,11,określona,1.0,,0,0,0,żonaty/zamężna,0
9322,40,40000.0,0.0,brak historii,0.0,1,5,brak,0.0,459662.0,0,0,0,kawaler/panna,0
9323,23,,1.0,brak historii,,1,6,brak,1.0,58432.0,0,0,2,rozwiedziony/rozwiedziona,0
9324,25,40000.0,2.0,brak historii,0.0,0,13,samozatrudnienie,0.0,94109.0,1,0,1,żonaty/zamężna,0
9325,43,13529.0,4.0,,1.0,2,9,stała,,,0,0,1,żonaty/zamężna,0
9326,32,,0.0,dobra historia,1.0,0,9,stała,1.0,24065.0,1,1,0,żonaty/zamężna,0
9327,50,15974.0,0.0,brak historii,1.0,3,6,stała,,11972.0,1,2,0,żonaty/zamężna,0
9328,42,38552.0,2.0,,0.0,1,15,brak,0.0,,0,1,0,żonaty/zamężna,0
9329,46,17341.0,2.0,,1.0,0,16,samozatrudnienie,0.0,52444.0,0,0,2,rozwiedziony/rozwiedziona,0
9330,54,25474.0,0.0,dobra historia,0.0,1,6,stała,1.0,267105.0,0,1,1,kawaler/panna,0
9331,36,15910.0,1.0,brak historii,0.0,2,14,samozatrudnienie,0.0,126568.0,1,0,2,żonaty/zamężna,0
9332,34,35193.0,0.0,dobra historia,0.0,2,13,samozatrudnienie,0.0,81117.0,0,1,1,kawaler/panna,0
9333,48,15869.0,0.0,dobra historia,1.0,2,7,stała,1.0,,1,1,2,kawaler/panna,0
9334,45,40000.0,0.0,,0.0,2,7,stała,1.0,,0,1,1,kawaler/panna,0
9335,38,13386.0,0.0,,0.0,3,13,stała,1.0,114211.0,0,0,1,kawaler/panna,0
9336,53,,2.0,,0.0,0,1,stała,0.0,17749.0,1,1,0,żonaty/zamężna,0
9337,37,35446.0,2.0,dobra historia,0.0,3,0,stała,1.0,,0,0,0,rozwiedziony/rozwiedziona,0
9338,40,16385.0,2.0,,0.0,1,16,stała,1.0,36212.0,0,2,1,rozwiedziony/rozwiedziona,0
9339,40,21946.0,0.0,,,4,10,samozatrudnienie,0.0,,1,1,2,kawaler/panna,0
9340,30,18748.0,0.0,dobra historia,2.0,1,12,określona,1.0,24623.0,1,0,1,żonaty/zamężna,0
9341,40,11426.0,0.0,brak historii,1.0,5,22,stała,0.0,,1,1,1,kawaler/panna,1
9342,53,,0.0,dobra historia,2.0,1,11,stała,,24897.0,0,1,2,kawaler/panna,0
9343,44,40000.0,1.0,,0.0,1,12,stała,,130858.0,0,1,0,żonaty/zamężna,0
9344,40,36372.0,0.0,brak historii,,2,8,stała,0.0,161398.0,1,0,1,żonaty/zamężna,0
9345,38,,1.0,dobra historia,,5,7,stała,1.0,89148.0,1,1,1,żonaty/zamężna,1
9346,43,38412.0,1.0,dobra historia,1.0,2,4,określona,1.0,76537.0,1,0,0,kawaler/panna,0
9347,47,12968.0,0.0,dobra historia,0.0,2,12,stała,1.0,34623.0,1,0,1,rozwiedziony/rozwiedziona,0
9348,46,18718.0,1.0,,,2,10,stała,0.0,52298.0,0,2,1,rozwiedziony/rozwiedziona,0
9349,36,26846.0,0.0,dobra historia,1.0,3,5,określona,1.0,,1,0,1,żonaty/zamężna,0
9350,43,20636.0,2.0,brak historii,0.0,1,14,stała,0.0,,0,0,0,kawaler/panna,0
9351,44,19469.0,1.0,dobra historia,0.0,1,7,określona,1.0,87295.0,1,0,0,żonaty/zamężna,0
9352,29,12084.0,0.0,dobra historia,0.0,2,10,stała,1.0,34645.0,1,0,2,kawaler/panna,0
9353,41,7780.0,0.0,dobra historia,0.0,0,12,samozatrudnienie,1.0,73724.0,1,0,0,kawaler/panna,0
9354,18,33154.0,2.0,dobra historia,1.0,2,11,stała,1.0,65348.0,1,0,2,rozwiedziony/rozwiedziona,0
